125.26315789473686, 419.02654867257075
261.0526315789474, 342.035398230092
286.3157894736842, 370.3539823008888
301.05263157894746, 434.07079646018155
321.0526315789474, 478.3185840708015
337.8947368421053, 424.33628318584516
342.1052631578948, 369.4690265486764
344.21052631578954, 259.73451327433895
352.6315789473685, 184.513274336285
370.52631578947376, 311.06194690265806
376.842105263158, 286.28318584071087
405.26315789473693, 206.637168141595
427.3684210526317, 165.92920353982458
456.842105263158, 139.38053097345266
